file_name,barcode,sample_id
2546775a-bcc8-4983-ae23-f03491e3a27d.FPKM-UQ.txt,TARGET-30-PARBGP-01A,1
2546775a-bcc8-4983-ae23-f03491e3a27d.htseq.counts,TARGET-30-PARBGP-01A,1
b9987cb1-394a-4ab3-96b9-e06bbcd6e31e.FPKM.txt,TARGET-30-PARDCK-01A,1
b9987cb1-394a-4ab3-96b9-e06bbcd6e31e.FPKM-UQ.txt,TARGET-30-PARDCK-01A,1
b9987cb1-394a-4ab3-96b9-e06bbcd6e31e.htseq.counts,TARGET-30-PARDCK-01A,1
b62a4938-b6e7-4b5b-8033-9ae0d0893afd.FPKM-UQ.txt,TARGET-30-PARDIW-01A,1
b62a4938-b6e7-4b5b-8033-9ae0d0893afd.FPKM.txt,TARGET-30-PARDIW-01A,1
b62a4938-b6e7-4b5b-8033-9ae0d0893afd.htseq.counts,TARGET-30-PARDIW-01A,1
84b1ca2e-4732-426a-bbac-9720579ee30e.htseq.counts,TARGET-30-PARFRE-01A,1
84b1ca2e-4732-426a-bbac-9720579ee30e.FPKM.txt,TARGET-30-PARFRE-01A,1
84b1ca2e-4732-426a-bbac-9720579ee30e.FPKM-UQ.txt,TARGET-30-PARFRE-01A,1
925151ab-0679-43a4-808f-2e4237cfd7fc.FPKM-UQ.txt,TARGET-30-PARFWB-01A,1
925151ab-0679-43a4-808f-2e4237cfd7fc.htseq.counts,TARGET-30-PARFWB-01A,1
925151ab-0679-43a4-808f-2e4237cfd7fc.FPKM.txt,TARGET-30-PARFWB-01A,1
6790b6ce-1be7-420a-b08b-1d9ce8fad4a3.FPKM-UQ.txt,TARGET-30-PARGKK-01A,1
6790b6ce-1be7-420a-b08b-1d9ce8fad4a3.htseq.counts,TARGET-30-PARGKK-01A,1
6790b6ce-1be7-420a-b08b-1d9ce8fad4a3.FPKM.txt,TARGET-30-PARGKK-01A,1
e99cf13e-9bdf-402d-9ec4-a8bf771543a5.FPKM-UQ.txt,TARGET-30-PARHAM-01A,1
e99cf13e-9bdf-402d-9ec4-a8bf771543a5.FPKM.txt,TARGET-30-PARHAM-01A,1
e99cf13e-9bdf-402d-9ec4-a8bf771543a5.htseq.counts,TARGET-30-PARHAM-01A,1
ec63aa87-9456-416b-9f74-a2b25e80b2c2.htseq.counts,TARGET-30-PARJVP-01A,1
ec63aa87-9456-416b-9f74-a2b25e80b2c2.FPKM-UQ.txt,TARGET-30-PARJVP-01A,1
ec63aa87-9456-416b-9f74-a2b25e80b2c2.FPKM.txt,TARGET-30-PARJVP-01A,1
76263959-d77a-47d4-aed5-66ded04d0b9e.FPKM.txt,TARGET-30-PARKGJ-01A,1
76263959-d77a-47d4-aed5-66ded04d0b9e.htseq.counts,TARGET-30-PARKGJ-01A,1
76263959-d77a-47d4-aed5-66ded04d0b9e.FPKM-UQ.txt,TARGET-30-PARKGJ-01A,1
c2be6c07-fb29-4f17-8c3a-6327f4ec3235.FPKM.txt,TARGET-30-PARNNC-01A,1
c2be6c07-fb29-4f17-8c3a-6327f4ec3235.htseq.counts,TARGET-30-PARNNC-01A,1
c2be6c07-fb29-4f17-8c3a-6327f4ec3235.FPKM-UQ.txt,TARGET-30-PARNNC-01A,1
